time	mi	job_id	index	machine_id	evtype	user	s_class	priority	cpu	ram	disk	diff
0	2	3418339	12	317499484	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	13	2055507446	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	14	1335648	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	15	662205	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	16	1436348411	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	17	717319	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	18	1301871	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	19	124596184	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	20	2274895763	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	21	4469213375	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	22	336055347	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	23	5796442	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	2	3418339	24	6567274	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	NULL	NULL	NULL	NULL
0	NULL	3418339	0	84899647	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	1	1268205	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	2	7753127	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	3	351621284	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	4	317488701	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	5	2595183881	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	6	621588868	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	7	4304743890	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	8	3938826162	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	9	351635981	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	10	5656207113	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	11	2055737168	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	12	317499484	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	13	2055507446	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	14	1335648	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	15	662205	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	16	1436348411	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	17	717319	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	18	1301871	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	19	124596184	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	20	2274895763	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	21	4469213375	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	22	336055347	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	23	5796442	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
0	NULL	3418339	24	6567274	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
41585044959	NULL	3418339	16	1436348411	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
41585044962	NULL	3418339	16	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
41604939406	NULL	3418339	16	46284493	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1408869084963	NULL	3418339	4	400468347	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1408869084966	NULL	3418339	4	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1408870246695	NULL	3418339	4	2380394553	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1011541256335	NULL	3418339	6	621588868	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1011541256338	NULL	3418339	6	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1011563910346	NULL	3418339	6	682256	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
2160515890923	NULL	3418339	7	4304743890	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
2160515890926	NULL	3418339	7	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
2160543598312	NULL	3418339	7	1651056888	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
432170991540	NULL	3418339	17	1515366863	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
432170991543	NULL	3418339	17	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
432194745786	NULL	3418339	17	854764722	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
2347273982252	NULL	3418339	14	1335648	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
2347273982255	NULL	3418339	14	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
2347318508740	NULL	3418339	14	182011351	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1792512380273	NULL	3418339	13	2055507446	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1792512380276	NULL	3418339	13	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1792514081610	NULL	3418339	13	2433297201	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
603428770614	NULL	3418339	16	46284493	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
603428770617	NULL	3418339	16	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
603430236138	NULL	3418339	16	903236	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
623963165747	NULL	3418339	0	84899647	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
623963165750	NULL	3418339	0	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
623964744886	NULL	3418339	0	1335759	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
629092427926	NULL	3418339	2	7753127	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
629092427929	NULL	3418339	2	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
629093968444	NULL	3418339	2	6639226	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
643551673217	NULL	3418339	0	1335759	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
643551673220	NULL	3418339	0	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
643553166903	NULL	3418339	0	4346222838	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1353370306044	NULL	3418339	4	317488701	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1353370306047	NULL	3418339	4	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1353371580837	NULL	3418339	4	400468347	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1515196800214	NULL	3418339	19	124596184	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1515196800217	NULL	3418339	19	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
1515222883383	NULL	3418339	19	1094326	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
176968128129	NULL	3418339	17	717319	5	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
176968128132	NULL	3418339	17	NULL	0	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
177010449311	NULL	3418339	17	1515366863	1	70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=	3	9	0.1875	0.09839	8.612E-4	NULL
