job_id,	scheduling_class
3769734124	3
3769734281	3
3769734324	3
3769734479	3
3769734550	3
3769734721	3
3772924726	2
3772925932	2
3777843056	3
3790648377	2
3790648484	2
3799596159	2
3800673284	3
3800750574	2
3811215646	0
3829017570	2
3832279015	3
3855401689	1
3855401880	1
3860873158	3
3860873192	3
3860877451	2
3861001586	2
3861305715	3
3862136857	3
3862138044	3
3862138691	3
3873439907	3
3873440138	3
3873441424	3
3892507636	2
3892511458	2
3892515572	2
3893359568	1
3893564452	2
3893898024	2
3893898337	1
3911641020	3
3938717708	2
3951012660	3
3952906759	2
3953770810	2
3959617756	3
3990224092	3
3990907812	2
3995535152	2
3995535761	2
3995602568	2
3995602836	1
3995602840	3
3995602855	1
3995603167	3
3995603181	3
3995607351	3
3995607384	3
3995607400	3
3995607423	3
3995607455	3
3995652394	2
3995652931	2
3995661466	1
3995729971	2
3996125377	3
3996132741	2
3996137586	3
3996150474	2
3996506423	2
3996513912	2
3996514874	2
3996515093	2
3996515114	1
3996515143	2
3996515221	2
3996515256	2
3996517988	2
3996529267	2
3996806186	3
3997754641	3
3997754673	3
3997754712	3
3997754731	2
3998245034	3
3998246322	2
3998246369	1
3998246386	2
3998279899	3
3998352223	2
3998352835	2
3998469417	2
3998532724	3
3998532786	3
3998534004	2
3998535201	2
3998604258	2
3998981052	2
4001088740	3
4001406395	3
4001921653	0
4006507922	2
4016113371	2
4028922835	2
4029853136	1
4029983750	3
4029983840	2
4029984095	3
4029984487	3
4030553685	1
4047561214	3
4047566818	3
4056694977	3
4071696924	2
4084190889	1
4084217696	2
4099842851	3
4099874287	3
4102624469	2
4121195473	2
4122597003	2
4126042134	2
4129695341	3
4132017211	2
4133787475	3
4160825211	1
4161244154	2
4202070514	0
4202070616	0
4202071607	0
4202071618	0
4204107348	3
4204187256	2
4204193163	2
4212174977	3
4219020815	2
4234618433	2
4261690441	2
4264745685	2
4276383039	3
4279407057	2
4294109845	2
4296735047	1
4296736489	1
4297550804	0
4297551713	2
4297552690	2
4297553423	1
4297554779	3
4319188403	2
4322427400	2
4344717799	3
4394576383	2
4412679814	3
4414984239	2
4416216626	2
4416217682	1
4416218197	1
4416218436	1
4416218504	1
4419752507	3
4420033984	3
4420205420	3
4463592990	1
4465819256	2
4476641835	1
4476643377	3
4476805516	3
4476806578	3
4476806752	3
4481744739	2
4481744777	1
4484974089	3
4502378605	2
4520637677	3
4527720971	3
4533318992	2
4533350618	2
4533731831	3
4534188658	2
4537077583	3
4537077728	3
4537082914	3
4537083792	3
4537387235	3
4537387277	3
4537388768	3
4537388888	3
4541545075	2
4550640759	2
4560561604	3
4564442965	2
4566214763	3
4571361683	1
4574322251	2
4577270030	2
4582400074	2
4601095795	2
4601096070	3
4608809893	2
4616936046	3
4620051871	3
4621869722	2
4622557763	2
4624415996	2
4625197987	3
4640026292	2
4640027304	2
4644685552	1
4646372533	1
4650381071	2
4663661893	2
4664326597	2
4665617026	2
4665712396	3
4665712499	3
4665891113	3
4665892165	3
4665896876	3
4665897416	3
4665897969	3
4665903885	2
4672894572	3
4674266096	1
4676210558	2
4676210578	2
4698297532	2
4707874892	1
4720519742	1
4731858889	3
4754140301	3
4754142930	3
4754290780	2
4763560425	0
4765556460	3
4769197600	3
4770631467	0
4771700777	3
4797948117	2
4807759535	3
4811385025	3
4811385404	3
4811385506	3
4815292857	2
4815310231	2
4834533380	3
4834533465	3
4844000327	3
4850463048	3
4851940881	2
4852404727	2
4852406981	2
4852735927	2
4852735997	2
4867841244	2
4870220504	1
4870220531	1
4872450645	1
4876042986	1
4882791092	0
4884085830	3
4890009286	3
4894490373	2
4895139341	2
4895139394	2
4895141143	2
4895141273	2
4898741419	3
4898742555	3
4898822050	3
4899738270	3
4899750242	3
4900243923	3
4907063734	3
4907063747	3
4907161613	3
4916065816	1
4917150061	3
4922554129	1
4923136192	2
4923143308	2
4923179080	2
4923179118	2
4923180614	2
4923187328	2
4923187980	2
4930581874	1
4943810407	3
4949758916	3
4949758965	3
4949759052	3
4949759132	3
4949946555	2
4959617743	2
4961536139	2
4962227484	2
4962231272	2
4963730551	1
4966287437	2
4966287441	1
4966922838	3
4966922852	3
4966922867	3
4966922884	3
4968816906	2
4969889774	3
4970515693	2
4973226991	2
4974629564	2
4974630151	2
4974630219	2
4974633892	3
4974634423	3
4974635509	3
4974635914	3
4974636262	3
4974636615	3
4974637317	3
4974637670	3
4974638024	3
4974639465	3
4974639809	3
4974641217	3
4974641577	3
4974641942	3
4974862115	2
4974862840	2
4974862873	2
4974862910	2
4974863054	2
4974863081	2
4974863111	2
4974863248	2
4974863386	2
4974863530	2
4974863558	2
4974863723	2
4974863843	2
4974863900	2
4974893919	1
4974895975	1
4974896045	1
4974896289	1
4974896341	1
4974896445	1
4974896506	1
4974896599	1
4974896733	1
4974896886	1
4974897493	1
4974897540	1
4974904783	1
4974904814	1
4974912385	2
4974912489	2
4974912630	2
4974912682	2
4974912737	2
4974912787	2
4974912907	2
4974912951	2
4974913023	2
4974913225	2
4974913268	2
4974913339	2
4974913395	2
4974913487	2
4976639701	1
4976639773	1
4976639814	1
4976639839	1
4976639874	1
4976639902	1
4976639932	1
4976639976	1
4976640000	1
4976640069	1
4976640104	1
4976640141	1
4976642279	1
4976642310	1
4976654523	1
4976654574	1
4976654617	1
4976654659	1
4976654721	1
4976654763	1
4976654780	1
4976658143	1
4976658171	1
4976658192	1
4976658207	1
4976658221	1
4976658239	1
4976668019	1
4976680005	2
4977168207	3
4980808964	3
4984003361	2
4984794523	3
4985049696	2
4985604738	2
5000021584	2
5001216631	3
5001216786	2
5001216939	2
5004831831	3
5005014757	3
5007576696	1
5007576741	1
5007576767	1
5007576835	1
5007576839	1
5007576874	1
5007577907	1
5007577947	1
5007577976	1
5007578063	1
5007578126	1
5007578157	1
5007578332	1
5007578430	1
5007580313	2
5007599851	2
5007608657	3
5007846463	3
5007855811	3
5007930123	3
5008028765	2
5008048622	2
5008380066	3
5008605299	3
5012959951	2
5016781978	2
5016909309	2
5016944938	2
5016946287	0
5017010629	2
5017087569	2
5018213751	2
5022021456	3
5022579208	3
5022579678	2
5024098405	3
5032654314	1
5032657111	1
5032658343	1
5033939569	0
5038833306	2
5039062920	2
5044064063	2
5045115512	3
5052698371	3
5059514794	3
5061257494	2
5063960317	3
5064423104	3
5066547164	3
5090157259	2
5094924538	2
5096532144	3
5096567850	2
5112330973	2
5115856683	3
5115859977	3
5115888025	1
5127209507	3
5128296975	2
5129743105	2
5144332785	1
5146249291	2
5152194238	1
5153817016	0
5154213133	2
5163940467	2
5163940548	2
5163940626	2
5206433573	0
5212857420	2
5227214594	2
5228133132	2
5230736317	2
5230736338	2
5235985617	1
5238323947	2
5252051817	2
5252969669	2
5254059548	2
5278286991	3
5278396347	3
5281612416	1
5283201246	2
5284041344	3
5285191138	3
5285926325	0
5286250999	3
5286251326	3
5286403908	3
5286672759	2
5289701358	2
5292194641	2
5293529284	3
5295594501	3
5296166587	3
5296712498	3
5303539556	3
5305000256	2
5305098521	2
5309375412	3
5309375847	3
5310458090	2
5310996749	2
5322172771	0
5323518243	2
5323518447	2
5323518598	2
5324115620	2
5333507046	2
5340010459	2
5340012507	2
5341176466	2
5341599887	2
5342452413	2
5343413327	2
5344522238	3
5348216452	2
5348433721	2
5348433755	2
5348434167	3
5349360858	2
5349968952	3
5350231292	2
5351575380	2
5351575862	2
5352916642	2
5352916686	2
5352916818	2
5352916843	2
5352952734	3
5353012481	3
5354219177	3
5357863164	3
5357863310	3
5357863541	3
5372515308	3
5391160029	1
5393077609	2
5393191954	2
5393270040	2
5394896338	0
5395569090	2
5400429240	2
5400430074	2
5400430369	2
5400433615	2
5400434834	2
5400435291	2
5408455274	2
5408889975	2
5408963936	2
5409347382	2
5410165606	2
5411838694	1
5412406508	3
5412407100	3
5417028541	3
5418014263	2
5418382401	2
5420836103	2
5420923640	3
5421027443	2
5421027443	3
5421428339	1
5423595874	2
5423596317	2
5423596647	2
5423717336	1
5434260637	2
5434353066	2
5434353066	3
5436918259	2
5439706940	2
5440065284	3
5440065394	3
5440065634	3
5440069505	1
5440620829	2
5441338468	2
5441360350	3
5441363561	3
5441822997	3
5441824419	3
5442613342	2
5445303142	2
5445909592	3
5445909726	3
5449526117	2
5449528403	2
5449559158	2
5449559362	2
5450111552	2
5454492174	3
5456887333	3
5456887440	3
5456887674	3
5456888990	3
5456984268	3
5456984290	3
5456994640	2
5457151453	0
5457229682	3
5457597011	3
5458439443	1
5460675744	3
5460676239	3
5460676309	3
5461238921	3
5463092850	2
5464330466	3
5466391850	0
5489759175	3
5496017284	2
5496018537	2
5497215585	2
5497251518	3
5500058974	3
5500224185	0
5502581790	2
5504566467	2
5511846858	3
5511848500	3
5511917394	2
5512038543	2
5512061043	2
5512383777	2
5512855128	1
5512896567	1
5514041289	2
5514041399	2
5514041474	2
5514041538	2
5514089952	3
5539186411	1
5541348221	2
5541942211	3
5543655032	3
5543660450	0
5543709740	2
5544435560	2
5544436183	2
5544436380	2
5544436431	2
5544437477	2
5544437652	2
5545101486	2
5545309066	2
5550200853	3
5550201024	3
5553137802	2
5554780025	1
5556362409	2
5556388735	3
5556388911	3
5556388943	3
5556391195	3
5556391241	3
5556391275	3
5563820772	2
5565068947	3
5567093372	3
5567438646	1
5576569593	3
5601033612	3
5601033681	3
5601901706	3
5601904072	3
5601923248	3
5603652955	2
5605439454	2
5611471216	2
5611471237	3
5631683693	2
5631683718	2
5631683735	1
5631685092	1
5631685187	1
5631690191	1
5631759026	1
5633502553	1
5633502583	1
5634547623	2
5636270356	2
5656081514	2
5656140166	2
5656479838	0
5656594164	3
5658751729	0
5663319157	3
5676835326	3
5677738581	1
5678436247	3
5679589745	2
5679591192	2
5679952009	1
5680258682	3
5686837957	3
5687333459	2
5692688707	2
5692688785	2
5694219678	1
5695759980	2
5718864796	3
5722760154	2
5722762653	2
5724767386	1
5726057648	2
5726057725	2
5726057803	2
5727688714	3
5728688394	2
5730319105	2
5734763934	3
5740471790	3
5740588999	2
5741669121	2
5741669175	2
5749399247	2
5750728829	3
5751216177	3
5755202201	2
5755219298	2
5771072646	2
5773008499	3
5773091620	2
5775524453	2
5775524889	2
5777149998	2
5777606659	2
5780432824	3
5780532950	3
5780533013	3
5780533560	3
5780533615	3
5780542863	3
5780543388	3
5782542009	1
5785638003	3
5787211208	0
5799763220	2
5814206732	1
5814211472	1
5814212514	1
5817245609	2
5822955598	3
5827264182	2
5827264214	2
5827264250	2
5829161802	2
5829805671	2
5829839008	2
5829859888	2
5830450569	2
5830466227	2
5830478844	2
5832654829	2
5832654850	2
5832654857	2
5832654989	2
5835863512	3
5836310654	3
5836502531	2
5841511593	0
5842287697	0
5843161553	3
5844091956	2
5844816811	3
5847041632	2
5849903905	3
5851038613	3
5852047245	3
5852114107	3
5852840488	1
5862964735	2
5869898925	2
5869923633	2
5889934721	3
5889936581	3
5898861217	2
5905890696	2
5905890731	2
5905891756	2
5905891785	2
5905891811	2
5905891840	2
5905891870	2
5905891898	2
5905895161	2
5905895205	2
5905895240	2
5905895282	2
5905895321	2
5905895367	2
5908333823	2
5908334029	2
5908334041	2
5908334060	2
5910065358	2
5910353749	3
5910721899	1
5910970028	1
5910970064	1
5910970305	1
5910970341	1
5911025686	1
5911025728	1
5919943769	3
5921368041	3
5921797717	2
5921797747	2
5923956331	1
5923976725	1
5925179216	3
5930693431	2
5932162043	3
5932162535	3
5933537328	3
5934240019	2
5939837455	2
5939837742	2
5941136203	3
5960925238	2
5960925264	3
5960925490	3
5961299634	2
5961337568	2
5961345529	2
5961345686	2
5964004237	1
5964005028	3
5964089460	0
5964089504	2
5964597916	1
5966221727	2
5967925694	2
5979629444	2
5979629590	2
5979629672	2
5979629744	2
5979629870	2
5979630123	2
5987136072	3
5987136358	2
5988686317	3
5988686348	3
5988696749	3
5989501674	0
5989501676	0
5989501678	0
5989501680	0
5989501682	0
5989501684	0
5989501686	0
5989501688	0
5989501690	0
5989501692	0
5989501727	0
5989501748	0
5989501750	0
5989578543	2
5990363731	2
5991317432	3
5991755311	3
5991755563	3
5991755587	3
5995907487	3
5997513620	3
6000618870	2
6000619150	2
6000622471	2
6000622646	2
6015471159	2
6017883099	0
6017896511	0
6017911337	2
6020687372	2
6022901707	1
6023133731	2
6023207748	2
6024393894	0
6027246439	2
6027246477	1
6028711274	0
6029859389	2
6035472174	3
6044588695	3
6045506879	3
6045548577	3
6045548595	3
6045550228	3
6045551071	3
6049607992	2
6049758341	1
6051177799	2
6061597213	2
6061842329	2
6062121883	2
6062156441	3
6065168641	3
6065300736	2
6065613514	3
6066143624	2
6073459871	3
6073459894	3
6073460735	3
6074784606	3
6075164462	2
6076258718	1
6076259031	1
6077294740	3
6077294886	3
6085008120	0
6089202443	2
6089202529	2
6090410730	2
6093994711	2
6104080360	2
6107704662	1
6110740298	1
6110910829	2
6111147560	3
6111395793	3
6111485674	2
6111532735	1
6111532769	1
6111532801	1
6111532855	1
6111532948	1
6111533516	1
6111534444	1
6111534698	1
6111534726	1
6111536019	1
6111536059	1
6111536989	2
6111537673	2
6111537791	2
6111537882	2
6111537970	2
6111538041	2
6111538114	2
6111538213	2
6111628029	2
6113087030	2
6113179551	2
6115112084	2
6116645476	1
6117079782	2
6117133011	3
6117133147	3
6117133197	0
6117135331	2
6117420606	2
6119300167	2
6119618800	3
6119828740	2
6120310797	2
6120419472	2
6120642387	3
6120642471	3
6121078584	1
6121328663	1
6121866794	2
6124855867	3
6124896052	1
6124896072	1
6124896320	1
6124896654	1
6124896673	1
6124896693	1
6124897049	1
6124897210	1
6124897234	1
6124897275	1
6124897784	1
6124897874	1
6124897917	1
6124897995	1
6124898063	1
6124898142	1
6124898219	1
6124898259	1
6124898281	1
6124898317	1
6124898367	1
6124898440	1
6124898477	1
6124926257	2
6125154642	2
6125155044	2
6125188997	3
6125189941	3
6125189967	3
6125189976	3
6125239505	1
6125239843	1
6125239899	1
6125388190	3
6125403366	1
6125405325	1
6125406836	1
6125406851	1
6125407098	1
6125407124	1
6125407359	1
6125407380	1
6125407555	1
6125407588	1
6125407707	1
6125407744	1
6125407858	1
6125407966	1
6125408054	1
6125409193	1
6125409360	1
6125409414	1
6125409468	1
6125409552	1
6125409579	1
6125409605	1
6125409634	1
6125409688	1
6125409753	1
6125409783	1
6125412187	1
6125412257	1
6125412632	1
6125412660	1
6125416067	1
6125416085	1
6125416103	1
6125416446	1
6125416884	1
6125417009	1
6125417089	1
6125417121	1
6125417198	1
6125417262	1
6125417290	1
6125417503	1
6125417619	1
6125419182	2
6125420718	2
6125422145	3
6126024529	3
6126024662	3
6126448041	2
6126493038	2
6126637907	3
6126639180	1
6126639225	1
6126639258	1
6126639478	1
6126639531	1
6126639575	1
6126639597	1
6126639604	1
6126639635	1
6126639653	1
6126639665	1
6126639728	1
6126639765	1
6126639796	1
6126639813	1
6126639854	1
6127264112	3
6127570699	2
6127570742	2
6127570831	2
6127570849	2
6127571011	2
6127571035	2
6127571065	2
6127571078	2
6127571318	0
6127571338	0
6127574448	1
6127574464	1
6127575402	1
6127575418	1
6127575436	1
6127575571	1
6127575588	1
6127575862	1
6127575910	1
6127575929	1
6127575949	1
6127575972	1
6127577482	1
6127577492	1
6127577507	1
6127577536	1
6127577556	1
6127577830	1
6127577849	1
6127577874	1
6127577995	1
6127578025	1
6127578039	1
6127578052	1
6127578178	1
6127578201	1
6127578243	1
6127578258	1
6127578300	1
6127578326	1
6127578340	1
6127578728	1
6127578753	1
6127578855	1
6127578874	1
6127578937	1
6127578949	1
6127579059	1
6127579081	1
6127579200	1
6127579411	1
6127579666	1
6127579780	1
6127579798	1
6127579890	1
6127579909	1
6127580080	1
6127580099	1
6127580126	1
6127580261	1
6127580281	1
6127580348	1
6127580362	1
6127580411	1
6127580430	1
6127580474	1
6127580544	1
6127580560	1
6127580594	1
6127580613	1
6127581997	1
6127582018	1
6127582891	1
6127582908	2
6127582948	2
6127585284	2
6127585325	1
6127585365	1
6127585386	1
6127586774	1
6127602697	1
6127602804	1
6127602912	1
6127602964	1
6127603018	0
6127603120	1
6127603143	0
6127603185	1
6127603579	1
6127603609	1
6127603660	1
6127603721	1
6127604183	1
6127604280	1
6127604436	1
6127604640	2
6127604728	1
6127604976	2
6127605045	2
6127605393	1
6127605525	1
6127605610	2
6127605674	1
6127605705	2
6127605795	1
6127606055	1
6127606139	1
6127607271	1
6127607660	2
6127607737	2
6127607811	2
6127607871	2
6127607931	2
6127607983	2
6127608098	2
6127608124	2
6127608149	2
6127608226	2
6127608341	2
6127608386	2
6127608421	2
6127609563	2
6127609589	2
6127609615	2
6127623561	2
6127623592	2
6127623644	2
6127623670	2
6127623695	2
6127623748	2
6127623791	2
6127623804	2
6127627740	2
6127627768	2
6127627791	2
6127627879	2
6127627901	2
6127627941	2
6127628014	2
6127628041	2
6127628065	2
6127628143	2
6127628248	2
6127628293	2
6127628319	2
6127628424	2
6127628737	1
6127628778	2
6127628815	1
6127628828	1
6127628886	1
6127628953	1
6127630014	1
6127630040	1
6127630081	1
6127630118	1
6127630166	1
6127630221	1
6127630261	2
6127630311	1
6127630456	1
6127631012	2
6127631035	1
6127631046	1
6127631070	1
6127631099	1
6127634690	2
6127634707	1
6127634738	1
6127634975	2
6127635029	2
6127635180	2
6127635204	2
6127635923	1
6127635951	1
6127635970	1
6127636031	1
6127636049	1
6127636074	1
6127636209	1
6127636404	1
6127636516	1
6127636574	1
6127636636	1
6127636694	2
6127636708	1
6127636815	1
6127636841	1
6127636881	1
6127636974	1
6127637320	1
6127637622	1
6127637704	1
6127638103	1
6127638780	1
6127639205	1
6127639418	1
6127639616	1
6127639808	1
6127640010	1
6127640187	1
6127640366	1
6127640593	1
6127640668	1
6127640896	1
6127641083	1
6127641255	1
6127641272	2
6127641291	1
6127641441	1
6127641468	1
6127641490	1
6127641539	1
6127641568	1
6127641905	1
6127641928	1
6127641997	1
6127642024	1
6127642101	1
6127642243	1
6127642311	1
6127642397	1
6127642469	1
6127642503	1
6127642576	1
6127642679	1
6127642779	1
6127643797	1
6127643967	1
6127644402	1
6127645196	1
6127645236	1
6127648425	1
6127648867	1
6127648876	1
6127648957	1
6127648990	1
6127649144	1
6127649669	2
6127650032	1
6127650054	1
6127650383	1
6127650463	2
6127650593	2
6128087661	2
6128557155	0
6128557375	2
6128557677	0
6128558447	0
6129160189	1
6129160234	1
6129160388	1
6129160444	1
6129403591	2
6129722948	1
6130270685	2
6130278555	2
6130337350	2
6130484262	2
6130715262	1
6130716573	1
6130912568	2
6130921729	2
6130930294	2
6133177303	1
6133177325	1
6133177339	1
6133177368	1
6133177398	1
6133177408	1
6133177420	1
6133283603	1
6133313313	1
6133329472	2
6133329527	2
6133392253	2
6133397012	2
6133400208	2
6133976535	3
6134028572	3
6134199226	2
6135560271	2
6135560296	2
6135850549	3
6137696559	2
6138068982	3
6138069007	0
6138413655	3
6138413706	3
6138414010	3
6142137797	0
6143134859	1
6143510363	2
6144309099	2
6144889563	3
6145055031	1
6145055071	1
6145644478	2
6146909710	2
6146909732	2
6146911127	2
6147162351	1
6147162369	1
6147162441	2
6147162530	1
6147162848	1
6157428805	3
6159867997	1
6160498074	0
6161087653	3
6161665674	1
6161699070	1
6161743454	1
6161755076	1
6161766810	1
6161771103	1
6161842687	3
6161924986	3
6161926861	1
6161928595	1
6161928673	1
6162030186	1
6162030220	1
6162031353	1
6162051082	2
6162180533	1
6162180554	1
6162350856	3
6162469071	3
6162707414	1
6162707441	1
6162908962	3
6162909072	3
6163757325	0
6164426020	1
6164426138	1
6164426164	1
6164426205	0
6164609031	1
6164609104	2
6164657450	1
6164657570	2
6164657606	1
6164657686	2
6164929759	3
6165557745	2
6165557837	2
6165558604	2
6165558629	2
6165558648	2
6165558660	2
6167397602	3
6167534349	1
6167534674	1
6167534928	1
6167535697	1
6167726027	1
6167726241	2
6168274031	2
6168426176	2
6168985212	1
6168997795	1
6169246572	1
6169246638	1
6169505801	1
6169505837	1
6169505888	1
6169505938	1
6169505989	1
6169511277	1
6169706173	1
6169723780	2
6169899245	3
6170009555	1
6170167802	1
6170167804	1
6170167950	1
6170962125	2
6171022137	2
6171546060	1
6171676727	1
6171676762	1
6171676805	1
6171676836	1
6172105669	1
6175051397	2
6176114691	3
6176122324	3
6176776930	2
6176830366	2
6176844634	2
6176845761	2
6176858948	2
6176871439	2
6176963471	1
6176963561	1
6176963620	1
6177379642	2
6177379673	2
6178845351	2
6180735387	1
6180785341	1
6180785368	1
6180789544	1
6180789565	1
6180822586	1
6182367530	2
6183886233	1
6183886270	1
6183891650	1
6183894397	1
6183894948	1
6183975952	2
6184113809	1
6184113978	2
6184114756	1
6184114807	2
6184180444	2
6184180471	2
6184860354	2
6184966843	1
6184967359	3
6184967406	3
6184967426	3
6184995193	3
6185306002	2
6186120532	2
6186359154	2
6186359248	2
6186409027	3
6186409254	3
6186804118	1
6186804989	1
6186805082	1
6186811372	2
6188469343	3
6188821488	1
6190818031	1
6190818045	1
6190818063	1
6191137579	3
6191333895	3
6191358547	3
6191360065	2
6191360148	2
6191360230	2
6191360333	2
6191360477	2
6194570758	2
6194648597	2
6194776414	1
6199978293	1
6199978312	3
6199978328	3
6204231624	2
6206797710	1
6206859452	1
6206860421	1
6206862915	1
6206863619	1
6206863668	1
6206866677	1
6206867004	1
6206868140	1
6206868490	1
6206868855	1
6206871504	1
6206871584	1
6207099436	1
6207099504	1
6207099771	1
6207099795	2
6207099878	1
6207099989	1
6207100317	1
6207100333	2
6207100762	1
6207100858	1
6207101141	1
6207105608	1
6207105632	1
6207105649	1
6207105677	1
6207105720	1
6207105759	1
6207105825	1
6207105855	1
6207105899	1
6207105946	1
6207105974	1
6207106050	1
6207106435	1
6207106814	1
6207106836	1
6207106861	1
6207106894	1
6207106957	1
6207106977	1
6207107635	1
6207109435	1
6207109456	1
6207113173	1
6207113199	1
6207113262	1
6207113323	1
6207113355	1
6207113393	1
6207113437	1
6207113498	1
6207113602	1
6207113708	1
6207113872	1
6207114113	1
6207115053	1
6207116365	1
6207116411	1
6207116524	1
6207116585	1
6207116872	1
6207116918	1
6207116954	1
6207116982	1
6207117026	1
6207117055	1
6207117102	1
6207117152	1
6207117281	1
6207117333	1
6207117379	1
6207117418	1
6207117444	1
6207117487	1
6207117549	1
6207117595	1
6207117729	1
6207118059	1
6207118138	1
6207118165	1
6207118294	1
6207118429	1
6207118476	1
6207118531	1
6207118550	1
6207118669	1
6207118953	1
6207118972	1
6207654427	2
6209468726	0
